country_iso,year,variable,value
BEN,2004,"Annual growth US$, 2015 prices",7.118103
BEN,2005,"Value US$, 2015 prices",1983.660168
BEN,2005,"Share of Total US$, 2015 prices",26.335528
BEN,2005,"Annual growth US$, 2015 prices",1.426646
BEN,2006,"Value US$, 2015 prices",2123.859429
BEN,2006,"Share of Total US$, 2015 prices",27.127022
BEN,2006,"Annual growth US$, 2015 prices",7.067706
BEN,2007,"Value US$, 2015 prices",2251.961698
BEN,2007,"Share of Total US$, 2015 prices",27.138603
BEN,2007,"Annual growth US$, 2015 prices",6.031579
BEN,2008,"Value US$, 2015 prices",2299.153111
BEN,2008,"Share of Total US$, 2015 prices",26.413931
BEN,2008,"Annual growth US$, 2015 prices",2.095569
BEN,2009,"Value US$, 2015 prices",2478.081311
BEN,2009,"Share of Total US$, 2015 prices",27.824229
BEN,2009,"Annual growth US$, 2015 prices",7.782352
BEN,2010,"Value US$, 2015 prices",2457.417139
BEN,2010,"Share of Total US$, 2015 prices",27.020972
BEN,2010,"Annual growth US$, 2015 prices",-0.833878
BEN,2011,"Value US$, 2015 prices",2480.809168
BEN,2011,"Share of Total US$, 2015 prices",26.492995
BEN,2011,"Annual growth US$, 2015 prices",0.951895
BEN,2012,"Value US$, 2015 prices",2615.875356
BEN,2012,"Share of Total US$, 2015 prices",26.653052
BEN,2012,"Annual growth US$, 2015 prices",5.444441
BEN,2013,"Value US$, 2015 prices",2775.692887
BEN,2013,"Share of Total US$, 2015 prices",26.384037
BEN,2013,"Annual growth US$, 2015 prices",6.109524
BEN,2014,"Value US$, 2015 prices",3004.889696
BEN,2014,"Share of Total US$, 2015 prices",26.85527
BEN,2014,"Annual growth US$, 2015 prices",8.257283
BEN,2015,"Value US$, 2015 prices",3005.573141
BEN,2015,"Share of Total US$, 2015 prices",26.392085
BEN,2015,"Annual growth US$, 2015 prices",0.022744
BEN,2016,"Value US$, 2015 prices",3275.058675
BEN,2016,"Share of Total US$, 2015 prices",27.829051
BEN,2016,"Annual growth US$, 2015 prices",8.966195
BEN,2017,"Value US$, 2015 prices",3522.787801
BEN,2017,"Share of Total US$, 2015 prices",28.327463
BEN,2017,"Annual growth US$, 2015 prices",7.564113
BEN,2018,"Value US$, 2015 prices",3780.975346
BEN,2018,"Share of Total US$, 2015 prices",28.495206
BEN,2018,"Annual growth US$, 2015 prices",7.329069
BEN,2019,"Value US$, 2015 prices",3976.057779
BEN,2019,"Share of Total US$, 2015 prices",28.040281
BEN,2019,"Annual growth US$, 2015 prices",5.15958
BEN,2020,"Value US$, 2015 prices",4045.771179
BEN,2020,"Share of Total US$, 2015 prices",27.474483
BEN,2020,"Annual growth US$, 2015 prices",1.75333
BEN,2021,"Value US$, 2015 prices",4256.04923
BEN,2021,"Share of Total US$, 2015 prices",26.972462
BEN,2021,"Annual growth US$, 2015 prices",5.197478
BEN,2022,"Value US$, 2015 prices",4461.339598
BEN,2022,"Share of Total US$, 2015 prices",26.609519
BEN,2022,"Annual growth US$, 2015 prices",4.823496
BEN,2023,"Value US$, 2015 prices",4687.760934
BEN,2023,"Share of Total US$, 2015 prices",26.289855
BEN,2023,"Annual growth US$, 2015 prices",5.075187
BEN,2003,"Value US$, 2015 prices",90.195069
BEN,2003,"Share of Total US$, 2015 prices",9.110915
BEN,2003,"Agriculture orientation index US$, 2015 prices",0.353862
BEN,2003,"Share of Value Added US$, 2015 prices",4.94378
BEN,2004,"Value US$, 2015 prices",105.358113
BEN,2004,"Share of Total US$, 2015 prices",10.854669
BEN,2004,"Agriculture orientation index US$, 2015 prices",0.411007
BEN,2004,"Share of Value Added US$, 2015 prices",5.391151
BEN,2005,"Value US$, 2015 prices",103.313045
BEN,2005,"Share of Total US$, 2015 prices",11.618696
BEN,2005,"Agriculture orientation index US$, 2015 prices",0.44118
BEN,2005,"Share of Value Added US$, 2015 prices",5.212146
BEN,2006,"Value US$, 2015 prices",112.004445
BEN,2006,"Share of Total US$, 2015 prices",12.810102
BEN,2006,"Agriculture orientation index US$, 2015 prices",0.472227
BEN,2006,"Share of Value Added US$, 2015 prices",5.277621
BEN,2007,"Value US$, 2015 prices",115.220628
BEN,2007,"Share of Total US$, 2015 prices",10.559117
BEN,2007,"Agriculture orientation index US$, 2015 prices",0.389081
BEN,2007,"Share of Value Added US$, 2015 prices",5.12033
BEN,2008,"Value US$, 2015 prices",126.667661
BEN,2008,"Share of Total US$, 2015 prices",11.491887
BEN,2008,"Agriculture orientation index US$, 2015 prices",0.435069
BEN,2008,"Share of Value Added US$, 2015 prices",5.51349
BEN,2009,"Value US$, 2015 prices",130.131406
BEN,2009,"Share of Total US$, 2015 prices",10.951873
BEN,2009,"Agriculture orientation index US$, 2015 prices",0.393609
BEN,2009,"Share of Value Added US$, 2015 prices",5.255273
BEN,2010,"Value US$, 2015 prices",128.592915
BEN,2010,"Share of Total US$, 2015 prices",9.84311
BEN,2010,"Agriculture orientation index US$, 2015 prices",0.364277
BEN,2010,"Share of Value Added US$, 2015 prices",5.236811
BEN,2011,"Value US$, 2015 prices",129.854423
BEN,2011,"Share of Total US$, 2015 prices",9.550857
BEN,2011,"Agriculture orientation index US$, 2015 prices",0.360505
BEN,2011,"Share of Value Added US$, 2015 prices",5.238321
BEN,2012,"Value US$, 2015 prices",147.028493
BEN,2012,"Share of Total US$, 2015 prices",10.861576
BEN,2012,"Agriculture orientation index US$, 2015 prices",0.407517
BEN,2012,"Share of Value Added US$, 2015 prices",5.624879
BEN,2013,"Value US$, 2015 prices",168.87569
BEN,2013,"Share of Total US$, 2015 prices",8.526226
BEN,2013,"Agriculture orientation index US$, 2015 prices",0.323159
BEN,2013,"Share of Value Added US$, 2015 prices",6.088698
BEN,2014,"Value US$, 2015 prices",186.845988
BEN,2014,"Share of Total US$, 2015 prices",8.409076
BEN,2014,"Agriculture orientation index US$, 2015 prices",0.313126
BEN,2014,"Share of Value Added US$, 2015 prices",6.222773
BEN,2015,"Value US$, 2015 prices",212.859667
BEN,2015,"Share of Total US$, 2015 prices",9.126514
BEN,2015,"Agriculture orientation index US$, 2015 prices",0.345805
BEN,2015,"Share of Value Added US$, 2015 prices",7.087528
BEN,2016,"Value US$, 2015 prices",232.679231
BEN,2016,"Share of Total US$, 2015 prices",9.944009
BEN,2016,"Agriculture orientation index US$, 2015 prices",0.357325
BEN,2016,"Share of Value Added US$, 2015 prices",7.109973
BEN,2017,"Value US$, 2015 prices",254.779792
BEN,2017,"Share of Total US$, 2015 prices",8.687447
BEN,2017,"Agriculture orientation index US$, 2015 prices",0.30668
BEN,2017,"Share of Value Added US$, 2015 prices",7.237822
BEN,2018,"Value US$, 2015 prices",269.107418
BEN,2018,"Share of Total US$, 2015 prices",7.89515
BEN,2018,"Agriculture orientation index US$, 2015 prices",0.277069
BEN,2018,"Share of Value Added US$, 2015 prices",7.122786
BEN,2019,"Value US$, 2015 prices",300.178282
BEN,2019,"Share of Total US$, 2015 prices",7.976434
BEN,2019,"Agriculture orientation index US$, 2015 prices",0.284464
BEN,2019,"Share of Value Added US$, 2015 prices",7.555368
BEN,2020,"Value US$, 2015 prices",311.779484
BEN,2020,"Share of Total US$, 2015 prices",8.11355
BEN,2020,"Agriculture orientation index US$, 2015 prices",0.295312
BEN,2020,"Share of Value Added US$, 2015 prices",7.712132
BEN,2021,"Value US$, 2015 prices",351.155426
BEN,2021,"Share of Total US$, 2015 prices",7.756145
BEN,2021,"Agriculture orientation index US$, 2015 prices",0.287558
BEN,2021,"Share of Value Added US$, 2015 prices",8.256984
BEN,2022,"Value US$, 2015 prices",299.378425
BEN,2022,"Share of Total US$, 2015 prices",5.856894
BEN,2022,"Agriculture orientation index US$, 2015 prices",0.220104
BEN,2022,"Share of Value Added US$, 2015 prices",6.715576
BEN,2023,"Value US$, 2015 prices",331.92
BEN,2023,"Share of Total US$, 2015 prices",5.592665
BEN,2023,"Agriculture orientation index US$, 2015 prices",0.212731
BEN,2023,"Share of Value Added US$, 2015 prices",7.080566
BEN,2003,"Value US$, 2015 prices",20.318737
BEN,2003,"Share of Total US$, 2015 prices",3.998615
BEN,2003,"Agriculture orientation index US$, 2015 prices",0.155304
BEN,2004,"Value US$, 2015 prices",18.109777
BEN,2004,"Share of Total US$, 2015 prices",2.430794
BEN,2004,"Agriculture orientation index US$, 2015 prices",0.092041
BEN,2005,"Value US$, 2015 prices",18.913931
BEN,2005,"Share of Total US$, 2015 prices",2.365047
BEN,2005,"Agriculture orientation index US$, 2015 prices",0.089804
BEN,2006,"Value US$, 2015 prices",14.466075
BEN,2006,"Share of Total US$, 2015 prices",1.352147
BEN,2006,"Agriculture orientation index US$, 2015 prices",0.049845
BEN,2007,"Value US$, 2015 prices",15.438368
BEN,2007,"Share of Total US$, 2015 prices",1.314132
BEN,2007,"Agriculture orientation index US$, 2015 prices",0.048423
BEN,2008,"Value US$, 2015 prices",19.135562
BEN,2008,"Share of Total US$, 2015 prices",1.487549
BEN,2008,"Agriculture orientation index US$, 2015 prices",0.056317
BEN,2009,"Value US$, 2015 prices",32.583988
BEN,2009,"Share of Total US$, 2015 prices",2.101099
BEN,2009,"Agriculture orientation index US$, 2015 prices",0.075513
BEN,2011,"Value US$, 2015 prices",45.60733
BEN,2011,"Share of Total US$, 2015 prices",2.658346
BEN,2011,"Agriculture orientation index US$, 2015 prices",0.100341
BEN,2012,"Value US$, 2015 prices",29.593978
BEN,2012,"Share of Total US$, 2015 prices",2.540362
BEN,2012,"Agriculture orientation index US$, 2015 prices",0.095312
BEN,2013,"Value US$, 2015 prices",30.369591
BEN,2013,"Share of Total US$, 2015 prices",2.002907
BEN,2013,"Agriculture orientation index US$, 2015 prices",0.075914
BEN,2014,"Value US$, 2015 prices",31.612649
BEN,2014,"Share of Total US$, 2015 prices",1.647217
BEN,2014,"Agriculture orientation index US$, 2015 prices",0.061337
BEN,2015,"Value US$, 2015 prices",58.804107
BEN,2015,"Share of Total US$, 2015 prices",3.248177
BEN,2015,"Agriculture orientation index US$, 2015 prices",0.123074
BEN,2016,"Value US$, 2015 prices",40.317023
BEN,2016,"Share of Total US$, 2015 prices",1.935199
BEN,2016,"Agriculture orientation index US$, 2015 prices",0.069539
BEN,2017,"Value US$, 2015 prices",37.914998
BEN,2017,"Share of Total US$, 2015 prices",1.792955
BEN,2017,"Agriculture orientation index US$, 2015 prices",0.063294
BEN,2018,"Value US$, 2015 prices",99.082671
BEN,2018,"Share of Total US$, 2015 prices",4.434319
BEN,2018,"Agriculture orientation index US$, 2015 prices",0.155616
BEN,2019,"Value US$, 2015 prices",68.173244
BEN,2019,"Share of Total US$, 2015 prices",3.130855
BEN,2019,"Agriculture orientation index US$, 2015 prices",0.111656
BEN,2020,"Value US$, 2015 prices",93.296147
BEN,2020,"Share of Total US$, 2015 prices",4.172498
BEN,2020,"Agriculture orientation index US$, 2015 prices",0.151868
BEN,2021,"Value US$, 2015 prices",89.971247
BEN,2021,"Share of Total US$, 2015 prices",3.608173
BEN,2021,"Agriculture orientation index US$, 2015 prices",0.133772
BEN,2022,"Value US$, 2015 prices",12.720996
BEN,2022,"Share of Total US$, 2015 prices",0.390562
BEN,2022,"Agriculture orientation index US$, 2015 prices",0.014677
BEN,2023,"Value US$, 2015 prices",142.995374
BEN,2023,"Share of Total US$, 2015 prices",3.906507
BEN,2023,"Agriculture orientation index US$, 2015 prices",0.148593
BEN,2003,"Value US$, 2022 prices",19.207115
BEN,2003,Share of Total US$,4.811721
BEN,2003,Agriculture orientation index US$,0.196766
BEN,2004,"Value US$, 2022 prices",26.262309
BEN,2004,Share of Total US$,5.356603
BEN,2004,Agriculture orientation index US$,0.201977
BEN,2005,"Value US$, 2022 prices",27.107234
BEN,2005,Share of Total US$,6.527255
BEN,2005,Agriculture orientation index US$,0.244563
BEN,2006,"Value US$, 2022 prices",33.391152
BEN,2006,Share of Total US$,1.989769
BEN,2006,Agriculture orientation index US$,0.072053
BEN,2007,"Value US$, 2022 prices",29.567986
BEN,2007,Share of Total US$,6.40309
BEN,2007,Agriculture orientation index US$,0.237406
BEN,2008,"Value US$, 2022 prices",36.263949
BEN,2008,Share of Total US$,6.103291
BEN,2008,Agriculture orientation index US$,0.227513
BEN,2009,"Value US$, 2022 prices",53.515768
BEN,2009,Share of Total US$,7.964131
BEN,2009,Agriculture orientation index US$,0.295198
BEN,2010,"Value US$, 2022 prices",51.85421
BEN,2010,Share of Total US$,7.030125
BEN,2010,Agriculture orientation index US$,0.272052
BEN,2011,"Value US$, 2022 prices",66.134208
BEN,2011,Share of Total US$,9.059696
BEN,2011,Agriculture orientation index US$,0.351192
BEN,2012,"Value US$, 2022 prices",49.272516
BEN,2012,Share of Total US$,8.742744
BEN,2012,Agriculture orientation index US$,0.339274
BEN,2013,"Value US$, 2022 prices",45.24759
BEN,2013,Share of Total US$,6.641437
BEN,2013,Agriculture orientation index US$,0.262763
BEN,2014,"Value US$, 2022 prices",54.261764
BEN,2014,Share of Total US$,8.644643
BEN,2014,Agriculture orientation index US$,0.337438
BEN,2015,"Value US$, 2022 prices",49.118967
BEN,2015,Share of Total US$,9.2976
BEN,2015,Agriculture orientation index US$,0.352287
BEN,2016,"Value US$, 2022 prices",57.349374
BEN,2016,Share of Total US$,9.569231
BEN,2016,Agriculture orientation index US$,0.344791
BEN,2017,"Value US$, 2022 prices",72.602833
BEN,2017,Share of Total US$,8.785987
BEN,2017,Agriculture orientation index US$,0.308399
BEN,2018,"Value US$, 2022 prices",74.116076
BEN,2018,Share of Total US$,10.031341
BEN,2018,Agriculture orientation index US$,0.357436
BEN,2019,"Value US$, 2022 prices",67.54357
BEN,2019,Share of Total US$,9.136255
BEN,2019,Agriculture orientation index US$,0.339944
BEN,2020,"Value US$, 2022 prices",115.983881
BEN,2020,Share of Total US$,9.916324
BEN,2020,Agriculture orientation index US$,0.365793
BEN,2021,"Value US$, 2022 prices",88.96528
BEN,2021,Share of Total US$,9.309671
BEN,2021,Agriculture orientation index US$,0.326324
BEN,2022,"Value US$, 2022 prices",92.096581
BEN,2022,Share of Total US$,8.563706
BEN,2022,Agriculture orientation index US$,0.318393
BWA,2003,"Value US$, 2015 prices",235.119723
BWA,2003,"Share of Total US$, 2015 prices",2.456349
BWA,2003,"Annual growth US$, 2015 prices",16.355963
BWA,2004,"Value US$, 2015 prices",229.269033
BWA,2004,"Share of Total US$, 2015 prices",2.342319
BWA,2004,"Annual growth US$, 2015 prices",-2.488388
BWA,2005,"Value US$, 2015 prices",214.803263
BWA,2005,"Share of Total US$, 2015 prices",2.108068
BWA,2005,"Annual growth US$, 2015 prices",-6.309517
BWA,2006,"Value US$, 2015 prices",232.116505
BWA,2006,"Share of Total US$, 2015 prices",2.111346
BWA,2006,"Annual growth US$, 2015 prices",8.060046
BWA,2007,"Value US$, 2015 prices",260.522502
BWA,2007,"Share of Total US$, 2015 prices",2.239977
BWA,2007,"Annual growth US$, 2015 prices",12.237819
BWA,2008,"Value US$, 2015 prices",265.662546
BWA,2008,"Share of Total US$, 2015 prices",2.212227
BWA,2008,"Annual growth US$, 2015 prices",1.972975
BWA,2009,"Value US$, 2015 prices",282.590048
BWA,2009,"Share of Total US$, 2015 prices",2.740861
BWA,2009,"Annual growth US$, 2015 prices",6.371806
BWA,2010,"Value US$, 2015 prices",299.029541
BWA,2010,"Share of Total US$, 2015 prices",2.633717
BWA,2010,"Annual growth US$, 2015 prices",5.817435
BWA,2011,"Value US$, 2015 prices",299.552982
BWA,2011,"Share of Total US$, 2015 prices",2.469454
BWA,2011,"Annual growth US$, 2015 prices",0.175047
BWA,2012,"Value US$, 2015 prices",273.995214
BWA,2012,"Share of Total US$, 2015 prices",2.262628
BWA,2012,"Annual growth US$, 2015 prices",-8.531969
BWA,2013,"Value US$, 2015 prices",277.638317
BWA,2013,"Share of Total US$, 2015 prices",2.063595
BWA,2013,"Annual growth US$, 2015 prices",1.329623
BWA,2014,"Value US$, 2015 prices",271.271657
BWA,2014,"Share of Total US$, 2015 prices",1.907599
BWA,2014,"Annual growth US$, 2015 prices",-2.293149
BWA,2015,"Value US$, 2015 prices",263.547186
BWA,2015,"Share of Total US$, 2015 prices",1.947766
BWA,2015,"Annual growth US$, 2015 prices",-2.847504
BWA,2016,"Value US$, 2015 prices",304.163154
BWA,2016,"Share of Total US$, 2015 prices",2.096924
BWA,2016,"Annual growth US$, 2015 prices",15.41127
BWA,2017,"Value US$, 2015 prices",277.538013
BWA,2017,"Share of Total US$, 2015 prices",1.837777
BWA,2017,"Annual growth US$, 2015 prices",-8.753572
BWA,2018,"Value US$, 2015 prices",299.925758
BWA,2018,"Share of Total US$, 2015 prices",1.906159
BWA,2018,"Annual growth US$, 2015 prices",8.066551
BWA,2019,"Value US$, 2015 prices",307.254768
BWA,2019,"Share of Total US$, 2015 prices",1.89526
BWA,2019,"Annual growth US$, 2015 prices",2.443608
BWA,2020,"Value US$, 2015 prices",299.099044
BWA,2020,"Share of Total US$, 2015 prices",2.021414
BWA,2020,"Annual growth US$, 2015 prices",-2.654385
BWA,2021,"Value US$, 2015 prices",295.958843
BWA,2021,"Share of Total US$, 2015 prices",1.787152
BWA,2021,"Annual growth US$, 2015 prices",-1.049887
BWA,2022,"Value US$, 2015 prices",299.549995
BWA,2022,"Share of Total US$, 2015 prices",1.714765
BWA,2022,"Annual growth US$, 2015 prices",1.213396
BWA,2023,"Value US$, 2015 prices",303.371985
BWA,2023,"Share of Total US$, 2015 prices",1.690478
BWA,2023,"Annual growth US$, 2015 prices",1.27591
BWA,2003,"Value US$, 2015 prices",11.731124
BWA,2003,"Share of Total US$, 2015 prices",0.746481
BWA,2003,"Agriculture orientation index US$, 2015 prices",0.303899
BWA,2003,"Share of Value Added US$, 2015 prices",4.989431
BWA,2004,"Value US$, 2015 prices",8.722038
BWA,2004,"Share of Total US$, 2015 prices",0.518868
BWA,2004,"Agriculture orientation index US$, 2015 prices",0.221519
BWA,2004,"Share of Value Added US$, 2015 prices",3.804285
BWA,2005,"Value US$, 2015 prices",8.866685
BWA,2005,"Share of Total US$, 2015 prices",0.562769
BWA,2005,"Agriculture orientation index US$, 2015 prices",0.26696
BWA,2005,"Share of Value Added US$, 2015 prices",4.127821
BWA,2006,"Value US$, 2015 prices",11.459771
BWA,2006,"Share of Total US$, 2015 prices",0.703922
BWA,2006,"Agriculture orientation index US$, 2015 prices",0.3334
BWA,2006,"Share of Value Added US$, 2015 prices",4.937082
BWA,2007,"Value US$, 2015 prices",15.653324
BWA,2007,"Share of Total US$, 2015 prices",0.722079
BWA,2007,"Agriculture orientation index US$, 2015 prices",0.32236
BWA,2007,"Share of Value Added US$, 2015 prices",6.008441
BWA,2008,"Value US$, 2015 prices",16.781612
BWA,2008,"Share of Total US$, 2015 prices",0.697638
BWA,2008,"Agriculture orientation index US$, 2015 prices",0.315356
BWA,2008,"Share of Value Added US$, 2015 prices",6.316897
BWA,2009,"Value US$, 2015 prices",14.247384
BWA,2009,"Share of Total US$, 2015 prices",0.575294
BWA,2009,"Agriculture orientation index US$, 2015 prices",0.209895
BWA,2009,"Share of Value Added US$, 2015 prices",5.04172
BWA,2010,"Value US$, 2015 prices",14.499265
BWA,2010,"Share of Total US$, 2015 prices",0.556925
BWA,2010,"Agriculture orientation index US$, 2015 prices",0.21146
BWA,2010,"Share of Value Added US$, 2015 prices",4.848779
BWA,2011,"Value US$, 2015 prices",15.731906
BWA,2011,"Share of Total US$, 2015 prices",0.467098
BWA,2011,"Agriculture orientation index US$, 2015 prices",0.189151
BWA,2011,"Share of Value Added US$, 2015 prices",5.2518
BWA,2012,"Value US$, 2015 prices",21.604829
BWA,2012,"Share of Total US$, 2015 prices",0.606105
BWA,2012,"Agriculture orientation index US$, 2015 prices",0.267876
BWA,2012,"Share of Value Added US$, 2015 prices",7.88512
